cl1,cl2,dist,new_size
2905,1979,0.0659001,7
2979,3050,0.0659145,62
2818,3037,0.0659198,37
433,2838,0.0659558,3
2759,2669,0.0659888,5
2920,912,0.066054,12
2780,2980,0.0660546,8
2547,2968,0.0661599,12
85,2664,0.0661627,3
2953,1369,0.0661989,3
2943,2800,0.0662238,19
2985,2666,0.0663957,5
2990,2941,0.0664756,14
2939,1405,0.066476,4
2496,1370,0.0664776,4
3020,2590,0.0665457,6
2928,2868,0.0665962,8
2910,1923,0.0666143,3
2346,2395,0.0666363,7
2810,2909,0.066646,19
218,2662,0.0666511,4
2884,1165,0.0666892,11
682,758,0.0666924,2
2470,3014,0.0667059,8
427,511,0.0667136,2
3048,1055,0.0667237,21
3022,1784,0.066839,10
3059,402,0.0668409,38
2796,1390,0.0668503,4
3010,1219,0.0668753,5
756,819,0.0669606,2
3084,1949,0.0669806,39
657,709,0.0671015,2
308,2784,0.0671078,6
795,1383,0.0671836,2
417,3074,0.0671844,4
3034,2845,0.0672091,5
2955,2967,0.0672883,17
644,2822,0.0673814,3
97,2893,0.0674918,6
1503,1561,0.0674979,2
1474,1535,0.0674999,2
239,323,0.0675257,2
328,3040,0.0675701,3
3095,742,0.0676519,4
3044,2588,0.0676774,15
2027,1793,0.067685,3
2881,1524,0.0677278,3
2836,2488,0.0677494,4
2632,1320,0.067859,4
2813,3025,0.0679065,9
3073,1634,0.0679609,9
2499,2962,0.0679732,4
3102,2009,0.067988,17
2351,110,0.0680007,3
1031,3009,0.0680937,4
1519,1588,0.0681787,2
3067,3007,0.0683307,47
2340,738,0.0683441,3
2998,1360,0.0683798,3
1386,2764,0.0684054,4
2712,562,0.0684127,5
135,2851,0.0684433,3
2241,3062,0.0684515,14
3028,3002,0.0684835,16
242,2565,0.068517,3
651,806,0.0685551,2
2949,2665,0.0686,8
2201,3117,0.068629,8
3111,3069,0.0686465,17
2339,1321,0.0686593,3
2957,1402,0.0687183,3
2994,3054,0.0687315,13
2903,2093,0.0687613,7
1906,1995,0.0688204,2
2760,2642,0.0689229,6
3120,981,0.0689629,15
2929,3032,0.0691097,14
1611,1732,0.0691315,2
824,908,0.0691399,2
1437,1459,0.0692456,2
828,979,0.0692562,2
3121,1984,0.0693364,17
79,114,0.0694406,2
2447,3017,0.0694865,10
2837,1935,0.0695431,6
278,2815,0.0695588,3
2741,3042,0.0697572,12
342,687,0.0697655,2
3110,1250,0.0698872,18
3114,2068,0.0699161,49
3088,3058,0.0700086,101
1114,1190,0.0701521,2
1614,3064,0.0702963,13
2677,2671,0.0703189,6
2945,1555,0.070412,6
2694,2021,0.0704387,7
1033,1160,0.0704585,2
3021,3094,0.0705692,22
486,603,0.0705814,2
499,3051,0.0706415,15
3148,2200,0.0706597,103
1482,2908,0.0706959,3
1541,2906,0.0707112,4
1235,2461,0.0707234,3
2717,3119,0.0707486,7
3092,3130,0.0707601,11
3000,1414,0.0707773,4
3141,3012,0.0707886,12
1610,3103,0.0707987,4
2681,2947,0.0708135,12
3157,3155,0.0708496,37
363,3158,0.0708554,104
2922,596,0.0710108,6
2668,3004,0.0710233,24
2999,3126,0.0710341,22
2932,2604,0.0711151,9
2840,3026,0.0711738,7
2734,1571,0.0711794,7
3139,2808,0.071223,20
2969,2406,0.0712469,6
227,3047,0.0712543,3
3075,2660,0.0712927,11
2465,3108,0.0713398,11
3169,3147,0.0714667,153
117,136,0.0714671,2
3146,3041,0.0715039,22
3181,416,0.0715794,154
3150,1778,0.071603,14
436,2877,0.0716069,8
2413,2437,0.071718,5
1229,1280,0.0717975,2
3183,2785,0.0718194,32
2275,3180,0.0718485,13
3170,623,0.0718698,7
2716,3168,0.0719968,42
3163,3131,0.0721774,13
2181,2765,0.0721882,7
3036,96,0.0722791,12
2094,3140,0.072334,4
3172,2706,0.0723633,24
241,2721,0.072373,4
3192,2534,0.0724563,44
1886,2005,0.0724576,3
3105,3176,0.0724715,24
1295,3066,0.0726202,4
2055,3160,0.072641,6
3184,2319,0.0727086,158
2940,1500,0.0727241,9
822,2134,0.0727356,3
1460,3107,0.0727891,10
449,2752,0.0728539,4
3137,1549,0.0728692,3
3194,2763,0.0729473,10
2383,2283,0.0729813,7
3205,1510,0.0731011,10
3018,1928,0.0731053,7
3191,580,0.0731732,8
3203,3167,0.0733148,18
1274,2595,0.0733428,5
3204,2682,0.0733568,160
2698,1795,0.0734063,4
533,3118,0.0734776,6
3153,980,0.0735291,8
2855,3003,0.0735356,16
3134,3217,0.0736643,174
3063,2399,0.0738928,10
3008,1327,0.0738973,3
3222,3211,0.073899,181
762,2933,0.0739166,3
2067,3179,0.0739934,13
3225,3142,0.0739984,187
2753,2799,0.0740433,7
2455,1772,0.0740636,4
2972,618,0.0740953,5
3171,1754,0.0741182,25
3133,1011,0.074162,16
2497,2952,0.0741626,9
1858,3057,0.0741692,8
1062,2659,0.0743323,5
3097,3215,0.074355,20
2989,553,0.0743728,13
1331,2744,0.0743874,3
3218,3109,0.0744551,8
3185,3190,0.074476,27
2992,3199,0.0746614,49
1121,1134,0.074695,2
2638,3228,0.0748251,189
2987,3124,0.0749447,17
3143,3178,0.0750322,6
2757,3186,0.0750506,11
3214,2889,0.0750564,10
168,196,0.075136,2
3061,2907,0.0752281,8
3238,3242,0.0752861,62
265,3201,0.0753481,25
1727,1745,0.0753697,2
2885,809,0.0754462,3
3233,971,0.0754618,17
843,2743,0.0754759,5
3251,465,0.075513,63
3244,2526,0.0755138,194
2477,2925,0.0755155,5
2235,3258,0.0755441,196
343,2727,0.0756539,3
1434,1496,0.0756816,2
3079,3221,0.0757996,18
1814,2443,0.0758353,3
2140,2739,0.0759287,6
3255,3229,0.0760264,24
3256,3220,0.0761535,13
1263,3164,0.076229,5
830,3267,0.0763298,14
3260,670,0.0763332,197
1925,1991,0.0764629,2
3247,3080,0.0765111,19
3257,542,0.0765388,64
892,3206,0.0766599,4
1292,2475,0.0766934,4
2207,3100,0.0767506,5
2869,2751,0.0767567,7
884,2380,0.0768075,3
3210,2983,0.0768509,16
3268,2617,0.0768933,8
3237,2966,0.0770198,27
893,920,0.0770427,2
3279,3254,0.0770956,19
3252,3270,0.0772056,222
3132,849,0.0774126,7
695,727,0.0774197,2
3271,1934,0.0774624,3
1603,2896,0.0774726,3
3083,2078,0.0774865,12
1451,3152,0.0774963,7
1522,1597,0.0776126,2
862,2581,0.0776141,3
1552,3291,0.0776171,3
3093,3076,0.0776801,24
3086,3165,0.0776822,17
3027,2427,0.0777444,7
1829,3193,0.0777463,14
1112,3049,0.0777474,4
640,3226,0.0777485,4
3223,2735,0.0779002,15
2991,3284,0.0779725,228
3197,3196,0.0779825,28
3173,3082,0.0780035,30
3125,1376,0.0780463,9
286,2833,0.0780891,11
2704,3303,0.0781095,33
1730,1775,0.0782265,2
112,3300,0.078227,16
2782,3266,0.0782553,33
840,901,0.0782638,2
3195,2768,0.0782808,14
3273,2904,0.0783334,69
1577,1581,0.0783458,2
3112,3151,0.0783817,10
3232,2647,0.078398,27
495,3272,0.0785354,20
3316,3312,0.0786263,89
3314,2343,0.0788805,13
3294,3162,0.0789044,31
3104,3281,0.0789258,30
1616,3241,0.0789599,28
3306,1158,0.0790631,34
539,597,0.0790761,2
3200,3301,0.0792276,231
3302,53,0.0793719,29
400,2702,0.0795194,5
514,535,0.079545,2
1958,3324,0.0796133,232
3328,1987,0.079706,233
842,867,0.0797869,2
1484,3293,0.0801701,4
301,3326,0.0803924,6
3309,2865,0.0804611,35
3136,3278,0.0804795,5
2031,2689,0.0805408,4
3198,3122,0.0805542,7
3329,358,0.0806869,234
3212,1553,0.080703,11
3338,3320,0.0807878,41
484,3317,0.0808857,90
434,3060,0.0810333,4
1473,3098,0.0810435,3
35,3308,0.0810652,17
2100,2345,0.0812425,4
3144,2024,0.0812871,14
3280,1288,0.0812977,9
3344,3333,0.0813165,39
1236,3216,0.0813273,6
1315,1413,0.081432,2
2307,3024,0.0814562,5
710,722,0.0815435,2
3310,873,0.0815737,3
3337,3246,0.0816203,240
3335,3295,0.0817305,21
3290,2500,0.0817713,10
3299,730,0.0817763,5
3345,3087,0.0817859,16
559,587,0.0818875,2
3340,3248,0.0819235,100
3322,1155,0.0820152,35
1208,3354,0.08204,22
800,3071,0.0820819,5
2580,3348,0.0821211,10
3297,2714,0.0821281,17
3353,2138,0.082217,242
3283,694,0.0822795,20
2827,2513,0.0822935,6
3334,2996,0.0823823,15
197,3365,0.0824065,243
3315,3289,0.0824336,39
494,3359,0.0824356,101
3364,1964,0.0824531,18
3245,1868,0.0825602,18
3339,3331,0.0826594,45
2890,1693,0.0827424,5
3269,3277,0.0827762,21
3369,3015,0.0828483,250
3046,2894,0.0829146,13
2731,3239,0.08304,6
1430,1574,0.0831805,2
492,551,0.0832037,2
2624,2305,0.0832208,11
726,761,0.0832293,2
2436,2244,0.0832489,4
3330,3347,0.0833202,41
3123,771,0.0833972,3
3377,1980,0.0834459,251
2897,194,0.0835098,5
2637,3243,0.0835838,4
2618,3078,0.0836108,13
1556,1582,0.0836318,2
3341,2034,0.0836443,6
678,2902,0.0838818,5
3259,174,0.0840118,6
1285,2892,0.0840811,3
3387,3373,0.0841806,269
3101,805,0.08427,5
3275,3304,0.0842854,13
786,3366,0.0845548,21
3202,3129,0.084585,17
3115,3397,0.0847685,8
782,3401,0.0848505,9
3311,88,0.0849742,15
872,3282,0.084994,3
3370,3321,0.0850652,67
3399,683,0.0850935,22
852,907,0.0851327,2
3400,3362,0.0851941,22
3262,3250,0.0852118,10
2268,171,0.0852716,3
3052,3177,0.0852744,8
1150,3234,0.0854403,10
3393,3386,0.0854773,8
232,698,0.0854849,2
755,757,0.0855543,2
3346,3363,0.0855857,19
3396,2026,0.0856998,271
456,3323,0.0857497,3
1151,3149,0.0857523,3
7,3325,0.0857532,30
3406,3263,0.0858643,40
3285,3033,0.0859228,16
3417,3019,0.0859327,273
2564,3127,0.0860753,5
2986,3106,0.0862137,14
579,600,0.0862423,2
3422,3292,0.0862976,19
2057,3053,0.0863179,5
3379,3416,0.0863339,25
1714,1753,0.0864168,2
3318,3360,0.0864559,48
3420,3343,0.0867657,47
1261,3429,0.0870455,26
3378,3431,0.0871651,61
3434,1170,0.0873109,62
2792,169,0.0873426,3
3235,3372,0.0874149,26
230,2978,0.0874509,3
60,3382,0.0874524,12
3423,1961,0.0874625,274
3224,3433,0.0876414,29
2872,633,0.0876824,4
3389,3412,0.0878798,14
2582,3435,0.0880928,64
3081,3231,0.0882546,7
3444,3361,0.0883085,86
1479,3374,0.0883191,46
1799,2633,0.0883398,4
1284,3408,0.0883538,23
3425,2221,0.0883662,17
1689,3307,0.0883737,3
3072,3380,0.0883796,8
89,3319,0.088423,32
3439,77,0.0884302,13
3367,1761,0.0884881,7
134,193,0.0884915,2
3402,3421,0.0885189,49
3286,3357,0.0887169,18
3447,2654,0.088754,50
2853,940,0.0887859,3
3385,996,0.0888327,42
3427,2798,0.0888791,21
2880,1781,0.0889471,4
841,954,0.089053,2
1086,1159,0.0891168,2
3265,3219,0.0891364,12
3459,3296,0.0892303,57
3440,2748,0.0892514,277
3458,3356,0.0893864,23
62,3065,0.0896602,4
2984,3413,0.090105,13
3405,2914,0.0901433,71
3449,1336,0.0902497,24
68,3182,0.0903711,3
2982,875,0.0903764,4
2797,3213,0.0904608,9
6,2937,0.0904899,3
3468,3448,0.0908321,281
3473,3424,0.0908887,29
753,3415,0.0911122,3
2809,3432,0.0911273,50
3175,3467,0.0912511,64
3355,3482,0.0913562,74
432,458,0.091602,2
3472,1624,0.0918863,72
3446,3298,0.0919108,90
3479,763,0.0919169,30
109,3394,0.0919367,7
2948,3085,0.0920315,6
357,365,0.0920535,2
3483,3391,0.0920669,76
3351,3411,0.0920753,10
3471,3457,0.092178,62
3208,3371,0.0926737,105
1061,1109,0.0927012,2
3495,1154,0.0927904,3
3493,3469,0.0927988,85
3392,2459,0.0928603,10
3375,1765,0.0929063,6
3305,746,0.09298,12
1721,3240,0.0930014,9
3462,3274,0.0930441,25
3480,1324,0.0931009,4
1103,1171,0.0931544,2
3476,3500,0.0932263,21
3491,1599,0.0936031,77
3478,3261,0.0937446,284
2847,3496,0.093816,6
3497,728,0.0938628,86
3189,3441,0.0942002,61
3145,3492,0.0942145,12
3477,95,0.0942526,4
3368,997,0.0943307,16
3510,1361,0.0943968,62
3465,1187,0.0945734,3
3507,3505,0.094608,305
446,2522,0.0948796,3
3509,760,0.0949377,87
3494,3418,0.0949408,108
3016,3499,0.0951909,10
3519,2820,0.095313,112
3516,2114,0.0953482,307
2915,3454,0.0955124,16
1621,3485,0.0955246,73
3522,2208,0.0956971,309
2370,2368,0.0957481,4
3352,3174,0.0958435,10
3514,2930,0.0959076,66
3521,3498,0.0959429,122
3403,3481,0.0960035,65
663,3450,0.0960466,18
1927,1943,0.0960569,2
3487,3528,0.0962594,96
1699,1792,0.0962735,2
1586,3506,0.0963418,78
1682,1711,0.0964133,2
825,2611,0.0965434,3
3513,3502,0.0965927,41
3437,3287,0.0966835,29
3523,3096,0.0967374,22
2199,2348,0.0968388,6
3537,2541,0.0968511,6
3490,371,0.0968609,3
3524,3520,0.0968892,83
3029,3529,0.0973589,124
67,3388,0.0974647,6
3525,3090,0.0976126,315
693,3518,0.097713,88
832,966,0.0980027,2
2988,3547,0.0982775,321
3512,172,0.0982918,5
3545,2913,0.0988027,127
3486,2900,0.0988292,92
645,3503,0.0988479,5
394,1872,0.0988772,2
3552,3068,0.0992977,132
3526,3453,0.0994481,36
1110,1184,0.0996468,2
1166,1194,0.0996787,2
3443,3553,0.0997993,106
3530,3456,0.0998552,67
2054,3550,0.100028,323
3045,175,0.100288,3
3376,3461,0.100396,63
3511,3548,0.10043,100
3561,3540,0.100536,89
3236,3560,0.100637,111
3564,974,0.100915,64
3538,3568,0.101062,105
3533,3398,0.101274,109
3539,3562,0.101363,352
3571,729,0.101401,353
3264,3572,0.101627,356
40,3546,0.101811,7
1453,1554,0.101838,2
1316,3570,0.101862,110
3573,736,0.101953,357
2600,1139,0.101961,3
3567,1191,0.102221,112
3554,3091,0.102226,7
2861,3544,0.102302,87
3113,3409,0.10234,12
3428,3488,0.102397,12
3557,3583,0.10242,48
2251,3579,0.102474,114
3585,1180,0.10257,115
1305,3116,0.102577,4
3207,2899,0.102606,14
3541,3586,0.102708,121
2883,1904,0.102729,5
2964,956,0.102733,4
826,3569,0.102757,106
3508,3589,0.102761,127
3466,628,0.102802,13
3566,3551,0.102808,94
1240,1253,0.102877,2
2919,3592,0.103147,113
3577,781,0.103196,358
3576,3531,0.10333,128
3517,3556,0.103498,135
3535,3342,0.103629,81
3474,145,0.103697,4
2289,1797,0.103762,3
3128,1310,0.103875,4
1691,3227,0.103904,14
2725,3599,0.103908,136
3582,3601,0.103964,93
3565,2801,0.10451,102
1089,2503,0.104624,3
3608,791,0.104776,103
500,3442,0.104933,5
3600,599,0.105041,136
673,3610,0.105182,104
3584,3595,0.105202,142
3607,3159,0.105543,96
3615,1590,0.10565,97
3574,3614,0.107184,149
3390,3593,0.10749,140
915,925,0.107545,2
3619,3597,0.107573,115
869,2946,0.107642,5
1668,3581,0.107857,88
2599,3616,0.107918,100
3613,2776,0.107988,112
460,3327,0.108015,3
3617,3410,0.10808,152
3383,3624,0.108343,114
2918,3563,0.108522,5
1258,1279,0.108718,2
3606,3627,0.108772,250
3154,1220,0.109117,3
3623,3313,0.109559,102
3632,3039,0.110063,108
74,154,0.110397,2
3276,3598,0.110558,363
3625,543,0.110647,4
725,3630,0.110802,251
2177,3489,0.110831,9
3626,143,0.111042,153
3637,3635,0.1114,614
3156,3612,0.111403,138
2691,3633,0.111663,111
2790,3430,0.111665,6
2762,3455,0.111702,10
3602,3639,0.111789,157
3588,3642,0.112173,125
3445,3641,0.112231,145
3404,888,0.112488,4
2353,3640,0.112607,616
3649,1409,0.112628,617
3611,3647,0.112705,150
3646,1545,0.112837,126
3648,918,0.112876,5
3650,3077,0.112999,621
534,575,0.113184,2
1608,1742,0.113361,2
3590,3654,0.113499,626
3438,360,0.113521,4
3384,2942,0.113707,7
3653,3187,0.113726,10
3622,3451,0.113915,91
530,3655,0.113998,3
1312,3657,0.114316,627
3663,3658,0.114365,631
3501,3661,0.11466,100
3407,3620,0.114722,117
1277,1287,0.114871,2
2209,3665,0.11499,102
3652,3350,0.115017,131
3664,2981,0.115102,636
1705,2414,0.115124,3
9,3645,0.115291,158
3666,860,0.115308,118
3349,3670,0.115408,638
871,1019,0.115426,2
3604,3674,0.115439,642
2313,1133,0.115498,3
3594,595,0.115812,14
3668,1746,0.116018,103
3673,850,0.116097,119
3651,3636,0.116121,154
2954,2232,0.116129,5
476,615,0.116177,2
3672,184,0.116259,159
424,3358,0.116315,3
1325,2453,0.116566,3
3679,3253,0.11658,105
3644,2491,0.116707,12
2737,3676,0.117212,644
2736,3689,0.117786,646
3681,442,0.117797,155
3690,3336,0.117876,653
57,3684,0.118078,160
3631,1100,0.118414,4
3542,3680,0.118429,125
1710,3605,0.118635,15
3695,2711,0.118767,127
3659,3532,0.119025,9
2960,630,0.119065,3
3638,3395,0.119093,12
3452,1570,0.119126,9
3696,3603,0.11969,18
848,3697,0.11977,128
3678,3691,0.120375,169
3161,3188,0.120411,5
3693,142,0.120678,161
2442,1504,0.120809,4
1072,1176,0.120963,2
719,811,0.120994,2
1470,3669,0.121208,132
1096,1118,0.121395,2
3702,3166,0.121641,22
3692,3043,0.121747,659
708,734,0.121971,2
3712,1788,0.121973,23
3703,2422,0.121991,130
1707,3715,0.122616,24
3688,1718,0.122621,13
3709,3713,0.122622,661
455,2614,0.12269,3
3643,1776,0.12273,7
1490,3710,0.122776,133
1107,3618,0.12298,141
1632,1692,0.123229,2
3660,3716,0.123306,140
3694,3723,0.123323,145
3621,946,0.123417,6
3089,3714,0.123703,4
3725,3527,0.124141,150
3687,3718,0.124205,118
3475,3729,0.124611,154
3671,1787,0.125536,4
3704,3662,0.126153,172
936,993,0.126221,2
2634,3732,0.126262,6
3731,3460,0.126682,157
2891,3733,0.127079,174
3736,919,0.127196,158
3719,3686,0.127635,664
3739,3698,0.12765,673
3419,3504,0.127782,5
3464,3138,0.12787,4
1826,3682,0.128064,6
3717,1790,0.128477,25
1475,3707,0.128487,5
3708,3741,0.12863,7
3737,3699,0.128793,177
3730,3744,0.128994,143
3056,917,0.12915,4
219,3728,0.129202,5
1074,3677,0.129256,4
2686,3740,0.129486,675
1485,1558,0.129859,2
2956,3706,0.129968,163
3747,2281,0.130063,179
2400,3722,0.130125,135
3738,982,0.130186,159
3629,3700,0.130494,14
3754,116,0.131255,164
3756,1576,0.131274,136
2649,1489,0.131277,3
3748,3721,0.131509,150
3634,103,0.131595,3
3720,3755,0.131611,182
969,987,0.131888,2
3035,3580,0.132408,10
739,3752,0.132525,676
3757,3727,0.132728,165
43,106,0.133387,2
2416,3726,0.133643,149
3767,3070,0.134039,680
439,620,0.13436,2
1902,3771,0.134703,681
731,3773,0.135341,682
1350,2301,0.135548,3
1167,1228,0.135631,2
3774,3766,0.136591,692
2476,3536,0.136633,4
3770,1213,0.136944,150
3760,3701,0.137146,145
3705,3777,0.137223,697
3781,243,0.137662,698
1567,3780,0.139247,146
1123,1202,0.139285,2
2963,1173,0.139358,3
3746,1218,0.140018,8
3656,3762,0.140632,152
3785,1175,0.141609,4
3596,3782,0.142592,700
3575,1536,0.142967,3
1241,1256,0.14383,2
3745,3209,0.143974,8
714,3789,0.143984,701
34,120,0.144231,2
3768,3591,0.144316,169
3783,1595,0.144354,147
3743,3793,0.144467,707
3788,3786,0.145345,12
3288,3778,0.145699,7
3792,3796,0.146351,155
3470,3759,0.146659,168
3135,3787,0.146993,154
3764,2011,0.147424,184
3801,3436,0.147604,171
3802,3799,0.148407,161
93,1882,0.148611,2
1464,3790,0.148939,4
3230,3534,0.149205,6
3797,3332,0.149516,713
451,3803,0.149582,185
3099,3809,0.1502,715
353,3543,0.151167,4
3800,3807,0.151311,159
3810,632,0.151865,186
1435,3813,0.15191,160
129,3804,0.152044,172
3628,3816,0.152054,177
1713,1756,0.152226,2
1071,3798,0.152323,13
1514,1527,0.152816,2
3805,1683,0.153495,162
2806,3811,0.153522,721
3711,1185,0.154377,3
3735,3463,0.154452,10
3795,3765,0.154485,171
1415,3815,0.154847,161
3821,3808,0.155535,168
3794,3817,0.155778,179
3667,3822,0.155874,723
3829,3775,0.157012,726
3609,3779,0.157176,153
3830,2069,0.157761,728
1311,3587,0.157919,5
3791,3833,0.157976,7
276,1998,0.158684,2
3834,3832,0.158802,735
3784,1227,0.159521,3
3826,1516,0.160694,162
3831,1210,0.160925,154
213,3750,0.161005,6
3839,1124,0.161125,155
1131,3558,0.161334,3
3683,3814,0.161684,188
2975,3836,0.161732,737
890,941,0.162031,2
3825,995,0.162204,172
1416,3838,0.162533,163
3761,1456,0.162534,4
3381,493,0.162785,3
831,882,0.162968,2
3844,3812,0.163306,741
3851,1384,0.164138,742
3852,272,0.164599,743
3835,2108,0.164694,4
3824,3827,0.16476,178
3751,3578,0.164891,7
1618,3818,0.164926,3
3853,2081,0.165149,745
1448,1483,0.166503,2
1617,3855,0.166984,179
1029,1143,0.167142,2
3856,3841,0.168266,162
3860,1725,0.168502,180
664,3858,0.169183,746
2750,3847,0.169335,165
3559,3862,0.169338,164
1529,3865,0.169692,166
3846,911,0.169917,173
1450,3867,0.170567,167
3866,1128,0.172107,165
3869,1469,0.172131,168
3863,1767,0.172152,181
3870,3515,0.173011,168
61,3769,0.173065,3
3874,130,0.173811,4
1239,3864,0.173984,747
3414,3876,0.174216,749
1481,3820,0.174825,3
3878,1777,0.175541,4
1700,3872,0.176256,182
3484,3843,0.17632,190
899,3868,0.176518,174
523,565,0.176553,2
3849,3881,0.176815,193
3871,1457,0.177549,169
1051,1148,0.177935,2
3749,992,0.178667,5
3055,3776,0.178944,4
3884,621,0.180158,194
3877,3758,0.18021,763
3873,3819,0.180413,181
3742,3882,0.181011,178
1671,3880,0.181079,183
3828,3249,0.182407,181
3885,3753,0.183617,171
3892,1001,0.183664,179
3896,3675,0.184308,181
3840,3890,0.184385,769
1186,3891,0.184609,182
1142,3899,0.185198,183
1119,3900,0.185622,184
3875,102,0.186415,5
3895,1589,0.186459,172
3901,3842,0.188154,187
3904,3888,0.189143,191
835,3897,0.189514,182
3902,3894,0.189534,186
652,3898,0.189851,770
3906,3887,0.190674,187
3905,3837,0.190709,194
1511,3903,0.191133,173
3908,1926,0.192467,771
188,3907,0.19436,187
3893,1780,0.194498,184
3850,3909,0.194628,189
3848,3911,0.195499,177
696,3912,0.19654,772
3910,1209,0.198131,195
3859,3916,0.198377,179
3917,3555,0.198394,774
3549,3915,0.200753,191
3919,1476,0.200883,180
1275,3920,0.202042,775
3921,3734,0.202391,193
3889,624,0.202438,195
1447,3922,0.204792,181
3845,3924,0.204925,195
3861,3823,0.209087,5
126,152,0.209523,2
2466,3923,0.209855,777
3928,3918,0.210211,200
1045,3931,0.211368,201
688,703,0.211925,2
3925,3426,0.212151,197
1657,1660,0.212157,2
3886,3932,0.212462,203
3930,1393,0.214065,778
3913,3929,0.216368,189
550,3772,0.218361,3
563,577,0.218865,2
3914,1762,0.218952,185
1367,1411,0.221655,2
3879,3941,0.226023,189
3926,3943,0.227073,370
3854,306,0.227634,5
1438,3944,0.227887,371
3937,3945,0.231789,783
206,295,0.232813,2
3946,1591,0.236037,372
584,3934,0.238245,198
3938,167,0.23841,190
3949,1478,0.240309,373
3857,3952,0.240387,376
3947,3933,0.246651,785
3954,3942,0.24996,787
3883,3950,0.250539,200
1157,3936,0.250561,204
3956,506,0.250756,201
3927,864,0.250913,196
3955,1937,0.252251,788
1613,3953,0.255587,377
885,3959,0.258276,197
3957,2331,0.25864,206
3940,3958,0.258839,203
3962,937,0.260657,198
3961,1550,0.261848,378
3960,1953,0.262485,789
3935,3966,0.264028,380
3964,634,0.268101,204
3963,1162,0.27488,207
3967,1304,0.283446,790
453,454,0.287744,2
3971,1363,0.288125,791
3806,3973,0.292527,793
3972,3969,0.295811,206
3974,740,0.296011,794
3975,588,0.297777,207
3948,3976,0.300525,796
3978,1394,0.303089,797
3951,104,0.313769,191
1117,3970,0.315453,208
3980,3763,0.322541,194
858,1006,0.322851,2
3939,3977,0.332577,210
3979,403,0.346092,798
3685,3984,0.352245,213
3982,3985,0.355159,992
3724,3968,0.357907,382
3987,185,0.363729,993
3988,1685,0.373183,383
1063,3981,0.39553,209
518,3986,0.419198,214
3983,3965,0.432862,200
3989,1333,0.435039,994
3991,3994,0.766204,1203
3992,3995,0.965963,1417
3993,3990,1.97697,583
3996,3997,1.97997,2000
